[Item Amount],vp产能数字,vp产能数字:visible,军力数字,军力数字:visible,vp符号:visible,军力符号:visible,vp数字,vp数字:visible,费用数字,费用数字:visible,text_top,text_top:color,text_limit,text_limit:visible,text_owner,text_card_type,text_bottom,分数符号:visible,费用token:visible,牌面背景:visible,牌面背景:color,[Item Note]
1,,False,,False,False,False,5,,3,,桃花源记,#292929FF,,False,{common},"<align=""center"">{card_event}-{culture}</align>",{save}{this}。{end}获得2X {vp}，X={north}和{jin}国家牌库中{refugee}的数量。,,,,#F5EDDAFF,
1,,False,,False,False,False,2,,0,,北征赋,#292929FF,{only}{jin},,{common},"<align=""center"">{card_event}-{power}</align>",拥有{expedition}时，可以{play}，{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,7,,3,,胡笳羌笛,#292929FF,,False,{common},"<align=""center"">{card_event}-{culture}</align>",{save}{this}。{end}获得X {vp}，X=存在你的{army}的{district}数量。,,,,#F5EDDAFF,
1,4,,,False,,False,-6,,1,,佛经翻译,,,False,{common},"<align=""center"">{card_strategy}-{culture}</align>",朝堂：提高1级{Buddhist}贡献度，从供应轨移除1个{Buddhist}标记，获得4{vp}。,,,,#1a1a1aFF,
1,2,,2,,,,-9,,3,,国子学,,,False,{common},"<align=""center"">{card_strategy}-{affair}</align>",朝堂：传播1次{emp_culture}，提高1级等级。,,,,#1a1a1aFF,
1,4,,,False,,False,-6,,1,,佛寺,,,False,{common},"<align=""center"">{card_strategy}-{culture}</align>",朝堂：传播1次{Buddhist}，获得2{vp}。,,,,#1a1a1aFF,
1,2,,2,,,,-12,,3,,太史令,,,False,{common},"<align=""center"">{card_strategy}-{affair}</align>",朝堂：{pay}1{battle}，然后{save}1张{candidate}，传播1次{Confusion}。,,,,#1a1a1aFF,
1,4,,1,,,,-12,,3,,千佛洞,,,False,{common},"<align=""center"">{card_strategy}-{culture}</align>",朝堂：{pay}1{battle}，然后传播1次{Buddhist}，获得2X {vp}，X={emp_culture}等级。,,,,#1a1a1aFF,
1,,False,2,,False,,-6,,1,,官僚制度,,,False,{common},"<align=""center"">{card_strategy}-{affair}</align>",朝堂：{pay}2{vp}，然后传播1次{Confusion}，可以{execute}1次名臣行动。,,,,#1a1a1aFF,
1,4,,1,,,,-12,,3,,太学,,,False,{common},"<align=""center"">{card_strategy}-{culture}</align>",朝堂：提高1级{emp_culture}贡献度，从{emp_culture}轨上移除1个对应的{emp_culture}标记。获得X {vp}，X={emp_culture}贡献度之和。,,,,#1a1a1aFF,
1,4,,,False,,False,-9,,2,,清谈,,{only}{jin},,{common},"<align=""center"">{card_strategy}-{culture}</align>",朝堂：传播1次{NeoTaosim}。{play}1张不含{military}标记的{hand}。,,,,#1a1a1aFF,
1,,False,,False,False,False,1,,0,,刘牢之,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",选择1个{jin}{player}，该{player}失去1{battle}。然后，获得1{battle}。{urusp}{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,支妙音,#292929FF,{only}{jin},,{common},"<align=""center"">{card_event}-{power}</align>",{Buddhist}贡献度>1时，可以{play}。{pay}2{vp}，然后{supplant}1个{jin}{location}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,2,,咄咄怪事,#292929FF,{only}{jin},,{common},"<align=""center"">{card_event}-{power}</align>",{supplant}1个{jin}{location}。{save}{this}。{urusp}获得1{prestige}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,1,,庾亮,#292929FF,{only}{jin},,{common},"<align=""center"">{card_event}-{power}</align>",提高1级{order}。{save}{this}。{urusp}额外提高1级{order}。,,,,#F5EDDAFF,
1,,False,,False,False,False,3,,1,,不越雷池半步,#292929FF,,False,{common},"<align=""center"">{card_event}-{power}</align>",选择1个{jin}{player}，降低1级{order}。{save}{this}。{urusp}额外降低1级{order}。,,,,#F5EDDAFF,
1,,False,,False,False,False,1,,0,,焉能有功,#292929FF,{only}{jin},,{common},"<align=""center"">{card_event}-{power}</align>",{order}最低时可以{play}。提高1级{order}。{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,鸩酒,#292929FF,{only}{jin},,{common},"<align=""center"">{card_event}-{power}</align>",{urusp}将1张{jin}{court}的[名臣]牌放回游戏盒中，然后获得1{prestige}，{supple}1次。,,,,#F5EDDAFF,
1,,False,,False,False,False,2,,0,,刘隗,#292929FF,{only}{jin},,{common},"<align=""center"">{card_event}-{power}</align>",[{prestige}]最高的{jin}{player}，失去2[{prestige}]。{urusp}改为选择1个{jin}{player}，失去2[{prestige}]，{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,1,,1,,杨佺期,#292929FF,{only}{jin},,{common},"<align=""center"">{card_event}-{military}</align>",{urusp}{supplant}1个{jin}{occupy}{location}，然后{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,1,,陶渊明,#292929FF,,False,{common},"<align=""center"">{card_event}-{culture}</align>",{search}1次{culture}，然后{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,1,,戴洋,#292929FF,,False,{common},"<align=""center"">{card_event}-{power}</align>",{search}1次{power}，然后{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,-6,,1,,郭璞,,,False,{common},"<align=""center"">{card_friend}-{culture}</align>",{courtier_001}{pay}1{battle}，然后选择{culture}{affair}{military}或{power}标记，{search}该标记。{supple}1次。,,,,#3E5F91FF,
1,,False,,False,False,False,0,,2,,玄言清谈,#292929FF,,False,{common},"<align=""center"">{card_event}-{culture}</align>",提高1级{order}，传播1次{NeoTaosim}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,2,,法显西行,#292929FF,{control}[关中],,{common},"<align=""center"">{card_event}-{culture}</align>",提高2级佛学贡献度，从供应轨移除2个{Buddhist}标记，{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,2,,良吏,#292929FF,,False,{common},"<align=""center"">{card_event}-{affair}</align>",{Confusion}贡献度>1时，可以作为事件{play}。{save}1张{candidate}，传播1次{Confusion}。,,,,#F5EDDAFF,
1,3,,1,,,,-9,,2,,葛洪,,,False,{common},"<align=""center"">{card_friend}-{culture}</align>",{courtier_001}{pay}1张{hand}，传播1次{NeoTaosim}。{supple}1次。,,,,#3E5F91FF,
1,,False,,False,False,False,0,,0,,沙门还俗,#292929FF,,False,{common},"<align=""center"">{card_event}-{affair}</align>",选择1个{Buddhist}{district}，其佛学标记返回供应轨，该{district}的{control}者摸2张牌。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,凿壁偷光,#292929FF,,False,{common},"<align=""center"">{card_event}-{culture}</align>",{play}1张[名臣]牌，提升对应的等级1级。,,,,#F5EDDAFF,
1,,False,2,,False,,-6,,1,,尹纬,,,False,{common},"<align=""center"">{card_friend}-{affair}</align>",{courtier_001}{pay}1张{hand}，{abandon}1张{candidate}，然后摸1张{hand}，{supple}2次。,,,,#3E5F91FF,
1,,False,2,,False,,-6,,1,,阳骛,,,False,{common},"<align=""center"">{card_friend}-{affair}</align>",{courtier_001}{pay}1张{hand}，{abandon}1张{candidate}，然后摸1张{hand}，{supple}2次。,,,,#3E5F91FF,
1,,False,2,,False,,1,,1,,刁协,,,False,{common},"<align=""center"">{card_friend}-{affair}</align>",{courtier_001}{pay}1张{hand}，然后投掷1个皇帝任务，摸1张{hand}，{supple}1次。{newline}{passive}需要{Confusion}等级>0，才能{play}。,,,,#3E5F91FF,
1,,False,2,,False,,-6,,1,,袁乔,,,False,{common},"<align=""center"">{card_friend}-{affair}</align>",{courtier_001}没有{hand}时可以使用，摸1张牌，获得1{battle}。{supple}1次。,,,,#3E5F91FF,
1,3,,1,,,,-9,,2,,支道林,,,False,{common},"<align=""center"">{card_friend}-{culture}</align>",{courtier_001}{pay}1张{hand}，传播1次{Buddhist}。{supple}1次。,,,,#3E5F91FF,
1,1,,2,,,,-9,,2,,贺循,,,False,{common},"<align=""center"">{card_friend}-{culture}</align>",{courtier_001}{pay}1张{hand}，传播1次{Confusion}。{supple}1次。,,,,#3E5F91FF,
1,3,,1,,,,-9,,2,,慧远,,,False,{common},"<align=""center"">{card_friend}-{culture}</align>",{courtier_001}选择1个{Buddhist}{district}，其{control}者失去1{battle}。获得X {vp}，X={Buddhist}贡献度。{supple}1次。,,,,#3E5F91FF,
1,1,,2,,,,-9,,2,,干宝,,,False,{common},"<align=""center"">{card_friend}-{culture}</align>",{courtier_001}选择1项：获得X {vp}，X={culture}等级。{supple}1次。或者{pay}2{battle}，{save}1张{candidate}。{supple}1次。,,,,#3E5F91FF,
1,,False,,False,False,False,0,,1,,卫夫人,#292929FF,,False,{common},"<align=""center"">{card_event}-{culture}</align>",从{hand}选择1张[名臣]牌，放置到本国牌库底，获得1{contirbution}，然后{save}{this}。,,,,#F5EDDAFF,
1,,False,2,,False,,-6,,1,,钱凤,,,False,{common},"<align=""center"">{card_friend}-{power}</align>",{courtier_001}{supple}1次。{urusp}{pay}1{battle}，摸2张牌。,,,,#3E5F91FF,
1,,False,2,,False,,-6,,1,,修缮城防,,,False,{common},"<align=""center"">{card_strategy}-{military}</align>",朝堂：获得2{battle}。免费[{emp_defense}]2次。,,,,#1a1a1aFF,
1,,False,2,,False,,-6,,1,,募兵,,,False,{common},"<align=""center"">{card_strategy}-{military}</align>",朝堂：{pay}2{vp}，获得5{battle}。,,,,#1a1a1aFF,
1,,False,3,,False,,-12,,3,,分久必合,,,False,{common},"<align=""center"">{card_strategy}-{military}</align>",朝堂：5{battle}。从{jin_panel}获得{expedition}。{newline}{passive}{Confusion}等级>1时，可以{play}或{execute}。,,,,#1a1a1aFF,
1,1,,2,,,,-9,,2,,军屯,,,False,{common},"<align=""center"">{card_strategy}-{affair}</align>",朝堂：3{battle}。摸1张牌。,,,,#1a1a1aFF,
1,,False,3,,False,,-9,,3,,具装甲骑,,,False,{common},"<align=""center"">{card_strategy}-{military}</align>",朝堂：免费[{march}]1次。获得2{battle}。,,,,#1a1a1aFF,
1,,False,2,,False,,-6,,1,,坞堡,,,False,{common},"<align=""center"">{card_strategy}-{military}</align>",{jin}朝堂：3{battle}。免费[{emp_defense}]1次。{north}朝堂：{supplant}1个{neutral}{location}，获得1{battle}。,,,,#1a1a1aFF,
1,2,,1,,,,-6,,1,,招抚,,,False,{common},"<align=""center"">{card_strategy}-{affair}</align>",朝堂：{supplant}1个{neighbor}{neutral}{location}，可以{play}1张名臣牌。,,,,#1a1a1aFF,
1,1,,2,,,,-9,,2,,总督区,,{only}{jin},,{common},"<align=""center"">{card_strategy}-{affair}</align>",朝堂：{control}1个{district}时可以{execute}。获得4{battle}。摸1张牌。,,,,#1a1a1aFF,
1,1,,2,,,,-9,,2,,水师,,,False,{common},"<align=""center"">{card_strategy}-{military}</align>",朝堂：免费[{march}]1次，目标{location}必须在[江南][淮南][荆襄][巴蜀]{district}内。获得2{battle}。,,,,#1a1a1aFF,
1,1,,2,,,,-9,,2,,选贤举能,,,False,{common},"<align=""center"">{card_strategy}-{affair}</align>",朝堂：摸3张牌。,,,,#1a1a1aFF,
1,,False,3,,False,,-9,,3,,却月阵,,,False,{common},"<align=""center"">{card_strategy}-{military}</align>",朝堂：获得5{battle}。,,,,#1a1a1aFF,
1,1,,2,,,,-9,,2,,革除弊政,,,False,{common},"<align=""center"">{card_strategy}-{affair}</align>",朝堂：{pay}1张{hand}，然后{save}1张{candidate}，获得3{battle}。,,,,#1a1a1aFF,
1,3,,1,,,,-9,,2,,营造宫殿,,,False,{common},"<align=""center"">{card_strategy}-{affair}</align>",{jin}朝堂：6{vp}，{sima}获得7{vp}；{north}朝堂：9{vp}。,,,,#1a1a1aFF,
1,,False,,False,False,False,0,,0,,荀灌,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",{occupy}[荆襄]{district}任何{location}时，可以{play}，获得1{battle}，然后{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,3,,风声鹤唳，草木皆兵,#292929FF,{only}{jin},,{common},"<align=""center"">{card_event}-{military}</align>",获得7{battle}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,3,,投鞭断流,#292929FF,{only}{north},,{common},"<align=""center"">{card_event}-{military}</align>",获得7{battle}。,,,,#F5EDDAFF,
1,,False,,False,False,False,10,,0,,赫连勃勃,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",{choose}将[关中]的1个未{emp_defense}{location}{supplant}为{neutral}{occupy}；或者{pay}5{battle}，{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,掠夺,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",在本国{discard}牌区加入1张{refugee}，然后获得4{battle}。,,,,#F5EDDAFF,
1,,False,,False,False,False,8,,0,,徐道覆,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",{choose}将[江南]或[荆襄]的1个未{emp_defense}{location}{supplant}为{neutral}{occupy}；或者{pay}4{battle}，{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,8,,0,,卢循,#292929FF,,False,{common},"<align=""center"">{card_event}-{culture}</align>",{choose}将1个{NeoTaosim}{district}的未{emp_defense}{location}{supplant}为{neutral}{occupy}；或者{pay}4{battle}，{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,朱序,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",免费[{emp_defense}]1次。获得1{battle}。,,,,#F5EDDAFF,
1,,False,,False,False,False,9,,1,,苏峻,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",{choose}{pay}3{vp}，然后获得5{battle}；或者{pay}3{battle}，{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,6,,0,,谯纵,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",{choose}将[巴蜀]{district}的1个未{emp_defense}{location}转为{neutral}{occupy}；或者{pay}3{battle}，然后{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,遣使请降,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",选择1个非{jin}{occupy}的{Confusion}{district}的{location}，转为{sima}{occupy}。{urusp}改为{player}{occupy}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,望风而降,#292929FF,,False,{common},"<align=""center"">{card_event}-{military}</align>",拥有至少7{battle}时，可以作为事件{play}。{supplant}1个{neighbor}非{friend_player}{location}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,闻鸡起舞,#292929FF,,False,{common},"<align=""center"">{card_event}-{affair}</align>",提高1级等级。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,3,,何充,#292929FF,,False,{common},"<align=""center"">{card_event}-{power}</align>",提高1级{order}，传播1次{Buddhist}，{save}{this}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,标新立异,#292929FF,,False,{common},"<align=""center"">{card_event}-{affair}</align>",可以依次{play}2张{hand}。,,,,#F5EDDAFF,
1,,False,,False,False,False,0,,0,,大阅户人,#292929FF,,False,{common},"<align=""center"">{card_event}-{affair}</align>",{pay}2{vp}，然后{save}1张{candidate}。,,,,#F5EDDAFF,
